district,category,urban,family_income,first_gen,parent_grad,cutoff_12th,entrance_score,college_tier,tuition,distance_km,competing_offers,merit_aid_pct,need_aid_pct,total_aid_pct,aid_amount,net_price,enrolled
Namakkal,MBC,0,486000.0,1,0,79.86,139.4,Tier-3 (Self-financing),81000.0,50.4,2,0.353,0.458,0.405,32800.0,48200.0,1
Villupuram,ST,0,124000.0,1,0,80.76,125.0,Tier-3 (Self-financing),64000.0,77.9,3,0.281,0.511,0.396,25400.0,38600.0,0
Tiruchirappalli,BC,0,132000.0,0,1,77.63,92.8,Tier-1 (Autonomous),181000.0,33.0,2,0.294,0.418,0.356,64500.0,116500.0,0
Dindigul,MBC,0,126000.0,0,1,75.42,118.1,Tier-3 (Self-financing),102000.0,66.6,0,0.269,0.652,0.46,46900.0,55100.0,0
Cuddalore,BC,1,407000.0,1,0,62.28,72.1,Tier-1 (Autonomous),183000.0,22.2,0,0.071,0.435,0.253,46300.0,136700.0,1
Dindigul,OC,1,1408000.0,0,1,89.72,108.2,Tier-2 (Affiliated),134000.0,16.6,0,0.345,0.521,0.433,58000.0,76000.0,1
Thanjavur,OC,1,422000.0,1,0,74.16,128.4,Tier-2 (Affiliated),109000.0,160.4,1,0.456,0.47,0.463,50400.0,58600.0,1
Tiruchirappalli,SC,1,227000.0,1,0,73.59,135.3,Tier-2 (Affiliated),112000.0,32.5,2,0.332,0.605,0.469,52500.0,59500.0,0
Vellore,SC,1,224000.0,1,0,72.58,86.9,Tier-2 (Affiliated),109000.0,28.7,1,0.198,0.508,0.353,38500.0,70500.0,0
Salem,BC,1,361000.0,1,0,64.6,99.5,Tier-1 (Autonomous),180000.0,22.8,1,0.316,0.504,0.41,73800.0,106200.0,0
Erode,BC,1,480000.0,0,1,77.14,123.2,Tier-3 (Self-financing),88000.0,26.9,2,0.268,0.422,0.345,30400.0,57600.0,1
Cuddalore,BC,1,239000.0,0,1,83.16,128.7,Tier-2 (Affiliated),122000.0,60.2,0,0.423,0.359,0.391,47700.0,74300.0,1
Theni,OC,0,708000.0,1,0,70.95,92.8,Tier-2 (Affiliated),103000.0,36.6,2,0.337,0.545,0.441,45400.0,57600.0,1
Theni,MBC,1,388000.0,0,0,88.38,161.4,Tier-2 (Affiliated),110000.0,76.5,4,0.365,0.425,0.395,43400.0,66600.0,0
Vellore,MBC,0,1017000.0,1,0,74.32,98.6,Tier-2 (Affiliated),115000.0,58.8,2,0.135,0.468,0.301,34600.0,80400.0,1
Thoothukudi,MBC,1,220000.0,0,1,62.67,71.0,Tier-2 (Affiliated),120000.0,24.3,2,0.016,0.674,0.345,41400.0,78600.0,1
Coimbatore,BC,0,717000.0,1,0,91.74,126.2,Tier-3 (Self-financing),68000.0,11.6,0,0.298,0.357,0.327,22300.0,45700.0,0
Erode,MBC,1,903000.0,0,1,79.98,135.2,Tier-1 (Autonomous),169000.0,40.3,2,0.271,0.305,0.288,48700.0,120300.0,0
Madurai,OC,0,311000.0,1,0,86.63,134.6,Tier-3 (Self-financing),85000.0,41.1,1,0.456,0.442,0.449,38200.0,46800.0,0
Erode,BC,0,241000.0,0,1,86.87,127.4,Tier-2 (Affiliated),119000.0,12.2,0,0.267,0.35,0.308,36700.0,82300.0,1
Thoothukudi,ST,1,164000.0,1,0,68.54,117.6,Tier-2 (Affiliated),106000.0,209.9,1,0.277,0.545,0.411,43600.0,62400.0,0
Vellore,SC,0,118000.0,1,0,72.78,121.4,Tier-2 (Affiliated),115000.0,23.3,1,0.351,0.63,0.491,56400.0,58600.0,0
Villupuram,ST,1,273000.0,0,1,88.34,106.7,Tier-3 (Self-financing),101000.0,9.6,1,0.205,0.421,0.313,31600.0,69400.0,1
Dindigul,ST,0,171000.0,0,1,96.35,161.9,Tier-3 (Self-financing),85000.0,83.0,0,0.466,0.554,0.51,43400.0,41600.0,1
Cuddalore,MBC,0,108000.0,0,1,78.63,143.5,Tier-3 (Self-financing),83000.0,24.9,1,0.452,0.511,0.481,40000.0,43000.0,0
Dindigul,ST,0,597000.0,1,0,71.73,112.9,Tier-1 (Autonomous),184000.0,89.1,1,0.54,0.415,0.478,87900.0,96100.0,1
Tirunelveli,BC,1,419000.0,1,0,94.82,148.2,Tier-1 (Autonomous),181000.0,59.1,2,0.447,0.466,0.457,82700.0,98300.0,1
Nagapattinam,OC,1,653000.0,1,0,71.73,143.2,Tier-2 (Affiliated),112000.0,11.2,2,0.273,0.449,0.361,40400.0,71600.0,0
Thoothukudi,OC,0,276000.0,0,1,81.29,119.4,Tier-3 (Self-financing),84000.0,21.8,0,0.371,0.445,0.408,34300.0,49700.0,1
Tirunelveli,OC,0,337000.0,0,1,73.72,115.5,Tier-2 (Affiliated),108000.0,28.6,0,0.326,0.485,0.406,43800.0,64200.0,0
Nagapattinam,OC,1,517000.0,1,0,80.69,134.1,Tier-2 (Affiliated),102000.0,41.6,3,0.407,0.401,0.404,41200.0,60800.0,0
Tirunelveli,BC,1,482000.0,1,0,68.55,110.4,Tier-2 (Affiliated),115000.0,12.9,1,0.276,0.466,0.371,42600.0,72400.0,1
Karur,SC,0,193000.0,0,0,74.25,114.7,Tier-2 (Affiliated),102000.0,54.9,2,0.369,0.439,0.404,41200.0,60800.0,0
Nagapattinam,SC,0,304000.0,0,0,71.73,116.1,Tier-3 (Self-financing),78000.0,77.2,0,0.284,0.563,0.423,33000.0,45000.0,1
Thanjavur,MBC,0,295000.0,0,1,84.62,158.9,Tier-3 (Self-financing),75000.0,129.6,2,0.479,0.464,0.472,35400.0,39600.0,1
Karur,BC,0,440000.0,1,0,79.63,139.5,Tier-1 (Autonomous),177000.0,196.8,2,0.403,0.364,0.383,67800.0,109200.0,0
Tirunelveli,SC,1,313000.0,1,0,86.8,137.8,Tier-3 (Self-financing),85000.0,3.2,2,0.389,0.471,0.43,36600.0,48400.0,0
Coimbatore,BC,1,549000.0,1,0,69.74,98.6,Tier-3 (Self-financing),76000.0,146.7,0,0.216,0.436,0.326,24800.0,51200.0,0
Coimbatore,OC,1,552000.0,1,0,75.92,110.5,Tier-3 (Self-financing),83000.0,61.4,1,0.373,0.403,0.388,32200.0,50800.0,1
Thanjavur,BC,1,839000.0,1,0,84.25,149.1,Tier-2 (Affiliated),111000.0,13.0,2,0.531,0.257,0.394,43700.0,67300.0,1
Villupuram,BC,0,357000.0,0,1,86.59,114.6,Tier-3 (Self-financing),72000.0,192.1,2,0.453,0.47,0.461,33200.0,38800.0,1
Madurai,BC,1,443000.0,0,1,63.54,137.7,Tier-3 (Self-financing),79000.0,35.0,1,0.391,0.476,0.433,34200.0,44800.0,1
Dindigul,SC,0,176000.0,0,1,81.18,129.4,Tier-3 (Self-financing),99000.0,60.2,1,0.369,0.549,0.459,45500.0,53500.0,0
Karur,SC,0,184000.0,1,0,69.87,91.1,Tier-3 (Self-financing),79000.0,118.4,4,0.239,0.595,0.417,32900.0,46100.0,0
Salem,MBC,1,427000.0,1,0,87.09,142.1,Tier-2 (Affiliated),116000.0,9.6,2,0.333,0.506,0.419,48700.0,67300.0,0
Karur,BC,0,290000.0,0,0,96.61,142.6,Tier-1 (Autonomous),176000.0,139.9,3,0.468,0.519,0.494,86900.0,89100.0,0
Erode,SC,1,232000.0,1,0,51.88,76.7,Tier-2 (Affiliated),112000.0,45.3,0,0.144,0.55,0.347,38800.0,73200.0,0
Virudhunagar,MBC,1,640000.0,0,1,71.44,91.6,Tier-1 (Autonomous),174000.0,77.3,1,0.265,0.379,0.322,56000.0,118000.0,1
Tiruppur,BC,1,762000.0,0,1,80.64,125.4,Tier-3 (Self-financing),70000.0,20.9,1,0.245,0.475,0.36,25200.0,44800.0,0
Namakkal,MBC,1,1120000.0,1,0,77.96,92.9,Tier-3 (Self-financing),81000.0,12.2,1,0.268,0.324,0.296,24000.0,57000.0,1
Tiruchirappalli,MBC,0,187000.0,1,0,87.4,130.8,Tier-1 (Autonomous),184000.0,14.4,0,0.459,0.498,0.478,88000.0,96000.0,0
Dindigul,MBC,0,375000.0,0,1,78.79,113.7,Tier-2 (Affiliated),115000.0,25.9,2,0.244,0.377,0.31,35700.0,79300.0,1
Kanyakumari,OC,1,220000.0,0,1,72.7,108.8,Tier-3 (Self-financing),86000.0,46.0,1,0.244,0.542,0.393,33800.0,52200.0,1
Chennai,MBC,1,663000.0,1,0,67.8,97.0,Tier-1 (Autonomous),174000.0,70.2,1,0.2,0.447,0.324,56300.0,117700.0,1
Nagapattinam,OC,1,283000.0,1,0,66.11,106.3,Tier-2 (Affiliated),117000.0,41.0,1,0.233,0.554,0.394,46100.0,70900.0,1
Dindigul,BC,0,174000.0,1,0,70.57,126.2,Tier-3 (Self-financing),79000.0,71.9,0,0.449,0.405,0.427,33700.0,45300.0,1
Karur,BC,0,359000.0,0,1,72.35,121.2,Tier-2 (Affiliated),105000.0,91.7,0,0.334,0.537,0.436,45700.0,59300.0,1
Cuddalore,ST,0,120000.0,0,1,81.84,150.4,Tier-3 (Self-financing),77000.0,203.8,1,0.351,0.512,0.432,33200.0,43800.0,0
Thanjavur,BC,1,318000.0,0,1,76.43,114.8,Tier-2 (Affiliated),107000.0,32.4,1,0.237,0.416,0.327,34900.0,72100.0,1
Erode,BC,1,370000.0,0,0,71.49,119.3,Tier-3 (Self-financing),83000.0,210.0,0,0.155,0.441,0.298,24700.0,58300.0,1
Theni,BC,1,721000.0,1,0,67.91,114.1,Tier-2 (Affiliated),112000.0,40.7,2,0.239,0.343,0.291,32600.0,79400.0,1
Madurai,SC,0,117000.0,1,0,70.97,130.8,Tier-1 (Autonomous),169000.0,40.4,0,0.259,0.553,0.406,68600.0,100400.0,0
Tiruppur,MBC,1,408000.0,1,0,72.36,104.8,Tier-1 (Autonomous),176000.0,63.6,3,0.171,0.435,0.303,53300.0,122700.0,0
Coimbatore,ST,0,137000.0,0,0,70.52,124.7,Tier-2 (Affiliated),104000.0,282.0,1,0.304,0.517,0.41,42700.0,61300.0,1
Theni,BC,0,469000.0,0,1,84.73,122.7,Tier-1 (Autonomous),183000.0,10.5,3,0.244,0.421,0.332,60800.0,122200.0,1
Theni,OC,0,622000.0,1,0,91.68,138.1,Tier-3 (Self-financing),87000.0,15.0,4,0.372,0.418,0.395,34400.0,52600.0,0
Coimbatore,MBC,1,153000.0,0,0,66.24,100.6,Tier-2 (Affiliated),102000.0,92.8,0,0.281,0.429,0.355,36200.0,65800.0,0
Nagapattinam,BC,1,858000.0,0,1,89.19,149.5,Tier-3 (Self-financing),89000.0,100.3,0,0.448,0.221,0.335,29800.0,59200.0,1
Thanjavur,SC,0,139000.0,0,0,84.93,119.6,Tier-3 (Self-financing),85000.0,91.0,1,0.336,0.736,0.536,45500.0,39500.0,1
Nagapattinam,SC,1,359000.0,0,0,79.8,113.5,Tier-2 (Affiliated),116000.0,5.0,2,0.094,0.483,0.288,33500.0,82500.0,1
Chennai,MBC,1,251000.0,0,1,93.27,139.6,Tier-2 (Affiliated),105000.0,31.3,0,0.349,0.737,0.543,57000.0,48000.0,1
Tiruchirappalli,ST,0,207000.0,0,1,76.3,122.8,Tier-1 (Autonomous),185000.0,600.0,2,0.43,0.503,0.467,86300.0,98700.0,1
Dindigul,MBC,0,1058000.0,1,0,82.02,117.2,Tier-3 (Self-financing),92000.0,9.6,3,0.479,0.34,0.409,37700.0,54300.0,0
Tiruchirappalli,BC,1,518000.0,0,1,79.24,130.7,Tier-2 (Affiliated),111000.0,17.7,0,0.42,0.425,0.423,46900.0,64100.0,1
Erode,MBC,1,326000.0,1,0,78.49,120.2,Tier-2 (Affiliated),127000.0,253.9,1,0.323,0.531,0.427,54200.0,72800.0,1
Cuddalore,OC,1,554000.0,1,0,82.59,142.0,Tier-3 (Self-financing),89000.0,7.7,1,0.329,0.449,0.389,34600.0,54400.0,0
Madurai,SC,0,87000.0,0,1,78.46,126.5,Tier-2 (Affiliated),124000.0,73.3,0,0.441,0.425,0.433,53700.0,70300.0,0
Cuddalore,OC,1,1398000.0,0,1,82.66,158.5,Tier-2 (Affiliated),130000.0,2.0,1,0.441,0.191,0.316,41100.0,88900.0,1
Madurai,BC,1,574000.0,0,0,71.3,115.9,Tier-2 (Affiliated),97000.0,5.7,0,0.283,0.34,0.312,30200.0,66800.0,1
Tiruchirappalli,MBC,0,146000.0,0,1,71.61,96.3,Tier-2 (Affiliated),119000.0,112.9,2,0.326,0.529,0.428,50900.0,68100.0,0
Tiruppur,OC,0,223000.0,0,1,71.26,110.8,Tier-3 (Self-financing),89000.0,18.0,1,0.039,0.518,0.278,24800.0,64200.0,1
Nagapattinam,OC,1,635000.0,1,0,74.35,119.3,Tier-3 (Self-financing),87000.0,2.0,1,0.31,0.434,0.372,32300.0,54700.0,1
Tiruchirappalli,MBC,0,434000.0,0,0,88.13,127.4,Tier-2 (Affiliated),105000.0,33.9,1,0.226,0.407,0.316,33200.0,71800.0,1
Tirunelveli,OC,1,335000.0,0,1,73.38,140.2,Tier-3 (Self-financing),78000.0,7.0,0,0.433,0.386,0.41,32000.0,46000.0,1
Villupuram,MBC,1,775000.0,1,0,84.52,130.6,Tier-1 (Autonomous),172000.0,36.6,2,0.484,0.488,0.486,83700.0,88300.0,0
Thoothukudi,BC,0,284000.0,1,0,80.65,119.4,Tier-2 (Affiliated),128000.0,47.0,0,0.355,0.51,0.432,55300.0,72700.0,0
Tiruppur,BC,1,290000.0,1,0,73.59,120.5,Tier-2 (Affiliated),114000.0,5.3,3,0.477,0.538,0.508,57900.0,56100.0,0
Thanjavur,BC,1,373000.0,0,1,91.09,132.2,Tier-2 (Affiliated),99000.0,8.2,3,0.377,0.552,0.465,46000.0,53000.0,1
Erode,SC,1,824000.0,1,0,85.36,151.1,Tier-3 (Self-financing),77000.0,5.5,1,0.543,0.223,0.383,29500.0,47500.0,1
Theni,ST,1,127000.0,1,0,78.02,136.3,Tier-2 (Affiliated),94000.0,47.2,1,0.248,0.529,0.388,36500.0,57500.0,0
Tiruppur,BC,1,323000.0,1,0,77.19,125.5,Tier-2 (Affiliated),120000.0,57.0,1,0.354,0.575,0.464,55700.0,64300.0,1
Tirunelveli,ST,0,285000.0,1,0,78.94,135.2,Tier-2 (Affiliated),110000.0,73.7,1,0.265,0.394,0.33,36300.0,73700.0,0
Chennai,MBC,1,473000.0,0,0,62.7,92.8,Tier-3 (Self-financing),89000.0,110.0,3,0.252,0.365,0.309,27500.0,61500.0,0
Tiruchirappalli,MBC,1,272000.0,1,0,69.75,89.1,Tier-1 (Autonomous),180000.0,42.5,2,0.183,0.403,0.293,52700.0,127300.0,0
Thoothukudi,SC,1,536000.0,1,0,82.63,127.3,Tier-3 (Self-financing),93000.0,68.7,1,0.328,0.321,0.324,30200.0,62800.0,1
Thanjavur,SC,1,550000.0,1,0,62.17,91.9,Tier-1 (Autonomous),177000.0,174.2,3,0.201,0.487,0.344,60900.0,116100.0,0
Dindigul,SC,0,234000.0,0,1,70.52,82.3,Tier-1 (Autonomous),182000.0,518.0,4,0.269,0.517,0.393,71500.0,110500.0,0
Dindigul,MBC,1,300000.0,1,0,74.07,102.6,Tier-3 (Self-financing),87000.0,31.9,3,0.272,0.389,0.33,28800.0,58200.0,1
Nagapattinam,MBC,0,202000.0,0,0,99.9,141.4,Tier-2 (Affiliated),101000.0,2.0,1,0.408,0.362,0.385,38900.0,62100.0,1
Coimbatore,BC,0,350000.0,1,0,84.74,119.8,Tier-2 (Affiliated),104000.0,72.3,0,0.318,0.411,0.364,37900.0,66100.0,1
Coimbatore,OC,1,306000.0,0,0,88.97,162.4,Tier-2 (Affiliated),108000.0,86.0,2,0.525,0.574,0.549,59300.0,48700.0,0
Tirunelveli,MBC,1,872000.0,1,0,69.95,119.6,Tier-1 (Autonomous),183000.0,134.4,4,0.299,0.282,0.29,53200.0,129800.0,1
Dindigul,OC,1,1605000.0,1,0,81.62,145.1,Tier-2 (Affiliated),121000.0,38.4,0,0.318,0.092,0.205,24800.0,96200.0,1
Cuddalore,BC,1,424000.0,0,1,60.4,104.3,Tier-3 (Self-financing),86000.0,2.5,0,0.339,0.451,0.395,34000.0,52000.0,1
Dindigul,OC,0,474000.0,1,0,74.69,135.7,Tier-1 (Autonomous),179000.0,45.7,3,0.338,0.354,0.346,61900.0,117100.0,0
Thanjavur,BC,1,927000.0,1,0,83.05,133.3,Tier-3 (Self-financing),87000.0,119.8,2,0.387,0.497,0.442,38400.0,48600.0,1
Villupuram,MBC,0,762000.0,0,1,63.82,124.8,Tier-1 (Autonomous),179000.0,20.5,2,0.396,0.405,0.4,71700.0,107300.0,1
Tiruchirappalli,MBC,1,989000.0,0,1,81.93,112.6,Tier-3 (Self-financing),85000.0,140.0,0,0.206,0.318,0.262,22300.0,62700.0,1
Tiruppur,MBC,1,162000.0,0,1,82.76,131.4,Tier-3 (Self-financing),97000.0,54.8,2,0.293,0.481,0.387,37500.0,59500.0,1
Namakkal,OC,0,328000.0,1,0,71.97,99.8,Tier-3 (Self-financing),83000.0,104.5,1,0.132,0.43,0.281,23300.0,59700.0,0
Dindigul,MBC,0,342000.0,0,0,69.65,130.1,Tier-3 (Self-financing),87000.0,105.7,0,0.325,0.435,0.38,33100.0,53900.0,0
Virudhunagar,BC,0,228000.0,0,1,70.85,119.7,Tier-3 (Self-financing),80000.0,36.9,2,0.401,0.69,0.546,43700.0,36300.0,1
Tirunelveli,SC,1,840000.0,0,1,74.53,137.0,Tier-3 (Self-financing),95000.0,7.1,2,0.376,0.454,0.415,39400.0,55600.0,1
Thoothukudi,MBC,1,1029000.0,0,0,74.83,98.7,Tier-3 (Self-financing),78000.0,28.3,1,0.356,0.322,0.339,26400.0,51600.0,1
Erode,MBC,0,166000.0,0,1,83.1,123.9,Tier-3 (Self-financing),84000.0,27.8,3,0.357,0.526,0.442,37100.0,46900.0,0
Namakkal,MBC,0,238000.0,1,0,72.66,89.5,Tier-1 (Autonomous),188000.0,2.0,3,0.164,0.435,0.3,56300.0,131700.0,0
Namakkal,ST,0,112000.0,0,0,94.02,155.9,Tier-3 (Self-financing),78000.0,132.5,0,0.39,0.599,0.495,38600.0,39400.0,1
Virudhunagar,SC,0,175000.0,1,0,93.95,143.9,Tier-2 (Affiliated),117000.0,106.0,0,0.529,0.237,0.383,44800.0,72200.0,0
Thanjavur,MBC,1,371000.0,1,0,80.36,139.9,Tier-3 (Self-financing),69000.0,158.6,0,0.45,0.42,0.435,30000.0,39000.0,0
Tirunelveli,MBC,1,710000.0,1,0,74.55,119.8,Tier-3 (Self-financing),76000.0,34.9,1,0.303,0.313,0.308,23400.0,52600.0,0
Chennai,OC,0,239000.0,0,1,72.67,84.3,Tier-2 (Affiliated),109000.0,10.8,2,0.202,0.562,0.382,41600.0,67400.0,0
Vellore,ST,1,65000.0,1,0,81.17,105.0,Tier-1 (Autonomous),199000.0,9.4,2,0.229,0.522,0.376,74800.0,124200.0,0
Virudhunagar,BC,0,124000.0,1,0,82.92,133.9,Tier-2 (Affiliated),111000.0,16.1,1,0.165,0.371,0.268,29700.0,81300.0,0
Chennai,BC,0,170000.0,0,1,75.99,128.6,Tier-2 (Affiliated),111000.0,111.0,1,0.355,0.492,0.423,47000.0,64000.0,0
Kanyakumari,ST,1,190000.0,0,1,74.07,85.3,Tier-3 (Self-financing),94000.0,25.4,3,0.096,0.495,0.295,27800.0,66200.0,0
Namakkal,SC,0,216000.0,0,1,81.53,129.2,Tier-2 (Affiliated),101000.0,206.0,0,0.321,0.609,0.465,47000.0,54000.0,0
Madurai,OC,1,348000.0,1,0,78.69,110.6,Tier-2 (Affiliated),86000.0,3.8,0,0.184,0.487,0.335,28800.0,57200.0,0
Erode,OC,1,324000.0,0,0,72.28,99.0,Tier-2 (Affiliated),124000.0,61.7,1,0.229,0.465,0.347,43000.0,81000.0,0
Tiruppur,OC,1,378000.0,1,0,79.13,116.8,Tier-3 (Self-financing),90000.0,71.6,1,0.227,0.462,0.344,31000.0,59000.0,0
Erode,MBC,0,141000.0,1,0,71.95,117.0,Tier-2 (Affiliated),106000.0,62.2,1,0.313,0.321,0.317,33600.0,72400.0,0
Madurai,OC,1,464000.0,1,0,70.48,102.2,Tier-1 (Autonomous),180000.0,9.9,1,0.31,0.375,0.343,61700.0,118300.0,1
Cuddalore,ST,0,122000.0,1,0,77.95,94.9,Tier-2 (Affiliated),118000.0,4.5,2,0.254,0.35,0.302,35600.0,82400.0,0
Cuddalore,ST,1,399000.0,1,0,72.25,117.3,Tier-1 (Autonomous),179000.0,12.3,1,0.19,0.615,0.402,72000.0,107000.0,1
Madurai,MBC,0,151000.0,0,1,70.67,107.8,Tier-3 (Self-financing),86000.0,2.1,3,0.141,0.463,0.302,26000.0,60000.0,0
Tirunelveli,MBC,1,345000.0,0,1,88.46,127.5,Tier-3 (Self-financing),101000.0,74.2,3,0.242,0.516,0.379,38200.0,62800.0,1
Salem,BC,0,222000.0,1,0,74.08,113.9,Tier-1 (Autonomous),170000.0,40.7,1,0.378,0.406,0.392,66600.0,103400.0,0
Cuddalore,OC,1,983000.0,0,0,96.43,149.1,Tier-3 (Self-financing),89000.0,96.5,0,0.595,0.307,0.451,40200.0,48800.0,1
Karur,SC,1,289000.0,1,0,84.27,135.5,Tier-3 (Self-financing),75000.0,10.0,4,0.319,0.448,0.383,28700.0,46300.0,0
Karur,OC,0,695000.0,0,1,69.79,107.9,Tier-1 (Autonomous),193000.0,105.0,4,0.193,0.437,0.315,60800.0,132200.0,1
Villupuram,OC,1,334000.0,0,1,89.6,145.8,Tier-2 (Affiliated),112000.0,31.4,0,0.52,0.453,0.486,54500.0,57500.0,1
Nagapattinam,BC,0,291000.0,1,0,70.83,112.6,Tier-2 (Affiliated),105000.0,80.3,0,0.258,0.421,0.34,35600.0,69400.0,0
Erode,OC,1,459000.0,1,0,97.73,168.7,Tier-2 (Affiliated),98000.0,7.1,1,0.483,0.276,0.379,37200.0,60800.0,1
Madurai,MBC,0,132000.0,1,0,80.26,152.2,Tier-2 (Affiliated),107000.0,93.9,3,0.444,0.683,0.563,60300.0,46700.0,1
Theni,SC,0,188000.0,0,1,83.43,133.3,Tier-3 (Self-financing),86000.0,176.5,0,0.31,0.451,0.381,32700.0,53300.0,1
Villupuram,SC,1,817000.0,0,0,78.31,116.0,Tier-2 (Affiliated),119000.0,32.8,4,0.241,0.338,0.29,34500.0,84500.0,1
Thoothukudi,MBC,1,263000.0,1,0,80.66,107.5,Tier-3 (Self-financing),76000.0,14.8,1,0.267,0.432,0.35,26600.0,49400.0,1
Salem,SC,1,294000.0,1,0,75.71,130.8,Tier-2 (Affiliated),103000.0,23.0,1,0.323,0.584,0.454,46700.0,56300.0,1
Salem,BC,1,235000.0,0,0,68.74,96.4,Tier-2 (Affiliated),106000.0,64.3,2,0.092,0.43,0.261,27700.0,78300.0,0
Chennai,SC,0,87000.0,1,0,81.4,165.5,Tier-3 (Self-financing),79000.0,11.0,2,0.406,0.474,0.44,34800.0,44200.0,1
Madurai,MBC,0,169000.0,0,1,88.25,182.9,Tier-3 (Self-financing),81000.0,26.5,1,0.529,0.513,0.521,42200.0,38800.0,1
Tiruppur,BC,1,377000.0,1,0,66.09,102.5,Tier-3 (Self-financing),77000.0,48.2,1,0.212,0.553,0.382,29400.0,47600.0,1
Namakkal,ST,1,218000.0,0,1,93.4,124.5,Tier-1 (Autonomous),183000.0,31.2,2,0.373,0.486,0.43,78600.0,104400.0,1
Vellore,BC,0,264000.0,1,0,84.01,144.2,Tier-2 (Affiliated),106000.0,126.1,2,0.341,0.482,0.411,43600.0,62400.0,0
Erode,OC,0,158000.0,0,0,73.63,149.3,Tier-1 (Autonomous),180000.0,33.4,3,0.566,0.49,0.528,95000.0,85000.0,1
Virudhunagar,BC,1,342000.0,1,0,73.45,97.8,Tier-1 (Autonomous),182000.0,52.7,1,0.243,0.425,0.334,60800.0,121200.0,0
Dindigul,BC,1,636000.0,1,0,96.64,183.1,Tier-1 (Autonomous),169000.0,25.2,0,0.546,0.553,0.55,92900.0,76100.0,1
Virudhunagar,BC,1,229000.0,0,0,87.39,112.1,Tier-3 (Self-financing),90000.0,58.6,1,0.249,0.42,0.334,30100.0,59900.0,0
Thoothukudi,MBC,0,214000.0,0,0,89.4,121.2,Tier-1 (Autonomous),182000.0,19.5,1,0.301,0.52,0.41,74700.0,107300.0,0
Erode,SC,1,370000.0,1,0,75.49,125.4,Tier-3 (Self-financing),87000.0,76.0,1,0.186,0.412,0.299,26000.0,61000.0,0
Salem,BC,1,314000.0,1,0,83.56,148.9,Tier-3 (Self-financing),84000.0,16.4,1,0.42,0.516,0.468,39300.0,44700.0,1
Thoothukudi,MBC,0,314000.0,1,0,81.49,129.4,Tier-2 (Affiliated),108000.0,87.1,2,0.508,0.464,0.486,52500.0,55500.0,1
Theni,BC,0,130000.0,1,0,76.25,128.7,Tier-2 (Affiliated),110000.0,96.8,0,0.42,0.524,0.472,51900.0,58100.0,0
Tirunelveli,SC,0,318000.0,0,0,79.09,143.1,Tier-3 (Self-financing),86000.0,30.7,4,0.269,0.475,0.372,32000.0,54000.0,0
Theni,BC,1,591000.0,1,0,89.1,160.9,Tier-1 (Autonomous),171000.0,2.0,1,0.485,0.326,0.406,69400.0,101600.0,1
Namakkal,OC,0,402000.0,0,1,94.0,141.1,Tier-2 (Affiliated),123000.0,192.8,0,0.428,0.446,0.437,53700.0,69300.0,1
Villupuram,MBC,1,780000.0,1,0,75.49,107.8,Tier-1 (Autonomous),174000.0,6.6,3,0.396,0.232,0.314,54600.0,119400.0,1
Tirunelveli,MBC,1,350000.0,1,0,64.87,119.6,Tier-1 (Autonomous),181000.0,40.9,1,0.253,0.479,0.366,66300.0,114700.0,1
Thoothukudi,SC,0,139000.0,1,0,94.44,157.9,Tier-2 (Affiliated),119000.0,78.3,1,0.634,0.462,0.548,65200.0,53800.0,1
Villupuram,MBC,1,894000.0,0,1,94.56,160.1,Tier-2 (Affiliated),107000.0,29.0,2,0.468,0.337,0.402,43100.0,63900.0,0
Tiruchirappalli,SC,1,867000.0,0,1,82.0,121.3,Tier-2 (Affiliated),112000.0,2.0,3,0.256,0.362,0.309,34600.0,77400.0,0
Tiruchirappalli,BC,0,204000.0,1,0,95.93,163.1,Tier-3 (Self-financing),67000.0,76.3,1,0.339,0.502,0.42,28200.0,38800.0,0
Namakkal,OC,1,592000.0,0,1,81.28,113.6,Tier-2 (Affiliated),94000.0,34.2,2,0.286,0.229,0.257,24200.0,69800.0,0
Chennai,OC,1,1119000.0,1,0,68.91,114.0,Tier-2 (Affiliated),110000.0,27.5,1,0.313,0.28,0.297,32600.0,77400.0,0
Tirunelveli,OC,0,374000.0,0,1,64.88,105.5,Tier-1 (Autonomous),182000.0,6.8,0,0.175,0.477,0.326,59400.0,122600.0,1
Thanjavur,BC,1,670000.0,0,1,64.78,105.4,Tier-1 (Autonomous),189000.0,2.0,1,0.316,0.525,0.42,79400.0,109600.0,1
Thoothukudi,MBC,1,645000.0,0,0,78.05,136.6,Tier-2 (Affiliated),116000.0,46.9,0,0.418,0.611,0.514,59700.0,56300.0,1
Thoothukudi,BC,0,219000.0,1,0,73.34,102.0,Tier-2 (Affiliated),97000.0,2.1,1,0.255,0.646,0.451,43700.0,53300.0,1
Tiruchirappalli,MBC,1,529000.0,1,0,72.21,125.7,Tier-3 (Self-financing),95000.0,35.6,0,0.269,0.368,0.318,30300.0,64700.0,1
Kanyakumari,MBC,1,419000.0,0,1,76.93,123.4,Tier-1 (Autonomous),170000.0,116.6,1,0.331,0.492,0.412,70000.0,100000.0,0
Coimbatore,MBC,1,215000.0,0,1,86.58,126.7,Tier-3 (Self-financing),92000.0,44.9,2,0.489,0.579,0.534,49100.0,42900.0,1
Karur,MBC,0,151000.0,0,1,72.53,96.2,Tier-2 (Affiliated),106000.0,145.8,2,0.16,0.555,0.358,37900.0,68100.0,0
