state_residency,is_in_state,urban_centric_locale,student_aid_index,adjusted_gross_income,first_gen,pell_eligible,hs_gpa,sat_act_percentile,institutional_tier,cost_of_attendance,miles_from_campus,fafsa_submitted_month,fafsa_month_sin,fafsa_month_cos,demonstrated_interest,merit_scholarship_amt,need_grant_amt,total_aid_package,net_price,enrolled,net_price_to_income_ratio,financial_aid_discount_rate,unmet_financial_need_gap,engagement_velocity
AR,0,Suburb,40775.0,189196.0,0,0,1.68,,Regional Comprehensive,43189.0,446.4,10,-0.866,0.5,59.5,6210.0,425.0,6635.0,36554.0,1,0.1932,0.1536,0.0,0.0323
VA,0,Town,25136.0,155490.0,0,0,3.29,77.0,R2 Doctoral,51337.0,62.1,1,0.5,0.866,83.8,20757.0,4710.0,25467.0,25870.0,1,0.1664,0.4961,734.0,0.1587
PA,0,City,22543.0,61643.0,0,0,2.32,25.0,Community College,16109.0,49.2,7,-0.5,-0.866,36.1,193.0,0.0,193.0,15916.0,0,0.2582,0.012,0.0,0.0561
VA,0,Suburb,-710.0,34415.0,0,1,3.04,35.0,Regional Comprehensive,48972.0,161.9,1,0.5,0.866,67.9,16847.0,17429.0,34276.0,14696.0,1,0.427,0.6999,15406.0,0.0805
CA,0,City,4592.0,63317.0,0,1,2.79,34.0,R1 Research,63756.0,61.7,1,0.5,0.866,71.8,14406.0,22026.0,36432.0,27324.0,1,0.4315,0.5714,22732.0,0.05
WV,0,Rural,31841.0,170104.0,1,0,2.31,34.0,Liberal Arts College,70521.0,127.8,2,0.866,0.5,56.4,15601.0,9243.0,24844.0,45677.0,1,0.2685,0.3523,13836.0,0.1429
NC,0,City,1607.0,47175.0,0,1,3.11,62.0,Community College,20285.0,356.8,1,0.5,0.866,70.6,2584.0,8817.0,11401.0,8884.0,1,0.1883,0.562,7277.0,0.0574
MN,0,City,-388.0,17033.0,0,1,3.52,81.0,Liberal Arts College,73735.0,143.3,12,-0.0,1.0,69.0,34215.0,28104.0,62319.0,11416.0,0,0.6702,0.8452,11804.0,0.1031
CA,0,Suburb,2215.0,48572.0,1,1,3.8,81.0,Regional Comprehensive,45682.0,143.9,6,0.0,-1.0,65.6,24699.0,23581.0,43398.0,2284.0,0,0.047,0.95,69.0,0.0588
NC,0,City,5349.0,51488.0,0,1,3.24,67.0,Regional Comprehensive,39343.0,157.2,11,-0.5,0.866,63.8,16810.0,12603.0,29413.0,9930.0,1,0.1929,0.7476,4581.0,0.0985
NC,0,City,-1500.0,16961.0,0,1,2.51,45.0,Regional Comprehensive,34274.0,21.4,1,0.5,0.866,58.1,12090.0,12417.0,24507.0,9767.0,0,0.5759,0.715,11267.0,0.0567
KS,0,City,14696.0,74389.0,1,0,3.6,99.0,R1 Research,83565.0,191.2,9,-1.0,-0.0,74.2,31807.0,10393.0,42200.0,41365.0,0,0.5561,0.505,26669.0,0.0652
VA,0,Suburb,22423.0,90610.0,0,0,3.42,66.0,R2 Doctoral,62952.0,149.9,1,0.5,0.866,32.0,23870.0,7885.0,31755.0,31197.0,1,0.3443,0.5044,8774.0,0.0538
GA,0,Suburb,60790.0,240175.0,0,0,3.31,80.0,Community College,18383.0,323.6,1,0.5,0.866,76.7,2102.0,0.0,2102.0,16281.0,0,0.0678,0.1143,0.0,0.0789
FL,0,Suburb,3160.0,24117.0,1,1,2.89,59.0,Liberal Arts College,78051.0,239.4,10,-0.866,0.5,80.9,27495.0,22438.0,49933.0,28118.0,0,1.1659,0.6397,24958.0,0.2623
NY,0,Town,21928.0,106508.0,0,0,3.76,85.0,R1 Research,63541.0,102.5,1,0.5,0.866,49.3,20547.0,5832.0,26379.0,37162.0,0,0.3489,0.4151,15234.0,0.0538
MI,0,Suburb,23396.0,126263.0,0,0,2.57,22.0,Liberal Arts College,74387.0,374.6,9,-1.0,-0.0,41.6,15866.0,9924.0,25790.0,48597.0,0,0.3849,0.3467,25201.0,0.0606
OH,1,Rural,24383.0,91503.0,0,0,2.62,59.0,Community College,25058.0,27.0,11,-0.5,0.866,82.9,305.0,141.0,446.0,24612.0,1,0.269,0.0178,229.0,0.1121
CA,0,Town,6874.0,30488.0,1,1,3.23,67.0,Liberal Arts College,94925.0,164.2,1,0.5,0.866,73.7,38127.0,30799.0,68926.0,25999.0,0,0.8528,0.7261,19125.0,0.2027
LA,0,Town,815.0,29239.0,0,1,3.39,62.0,Regional Comprehensive,46267.0,91.4,11,-0.5,0.866,26.4,20856.0,13420.0,34276.0,11991.0,1,0.4101,0.7408,11176.0,0.0429
UT,0,Town,14603.0,67507.0,1,0,3.13,48.0,Regional Comprehensive,36439.0,205.8,4,0.866,-0.5,60.2,10257.0,5271.0,15528.0,20911.0,0,0.3098,0.4261,6308.0,0.0634
TX,0,Suburb,15823.0,67166.0,0,0,3.58,80.0,Regional Comprehensive,47354.0,85.3,5,0.5,-0.866,28.2,22102.0,5885.0,27987.0,19367.0,0,0.2883,0.591,3544.0,0.0375
NJ,0,City,8609.0,42075.0,0,1,2.59,27.0,Community College,18340.0,714.6,10,-0.866,0.5,50.7,506.0,3290.0,3796.0,14544.0,0,0.3457,0.207,5935.0,0.0615
CA,0,Suburb,26118.0,159529.0,0,0,2.22,18.0,R2 Doctoral,53521.0,1053.7,6,0.0,-1.0,57.8,10267.0,5343.0,15610.0,37911.0,0,0.2376,0.2917,11793.0,0.1279
TN,0,City,12748.0,47167.0,0,0,3.54,68.0,Liberal Arts College,76943.0,317.2,12,-0.0,1.0,63.9,31560.0,12596.0,44156.0,32787.0,0,0.6951,0.5739,20039.0,0.0652
NY,0,Suburb,-1500.0,16099.0,1,1,2.46,35.0,Regional Comprehensive,53679.0,639.2,11,-0.5,0.866,58.3,15668.0,20197.0,35865.0,17814.0,0,1.1065,0.6681,19314.0,0.0696
MA,0,City,6451.0,53567.0,0,1,2.09,28.0,R1 Research,73335.0,25.2,2,0.866,0.5,90.6,11193.0,32176.0,43369.0,29966.0,1,0.5594,0.5914,23515.0,0.3333
MD,0,City,18418.0,88947.0,0,0,3.84,83.0,R2 Doctoral,61988.0,28.5,8,-0.866,-0.5,58.6,27166.0,10435.0,37601.0,24387.0,1,0.2742,0.6066,5969.0,0.065
CO,0,Rural,19579.0,80516.0,1,0,2.61,37.0,Community College,20071.0,90.4,3,1.0,0.0,30.7,1798.0,71.0,1869.0,18202.0,1,0.2261,0.0931,0.0,0.0283
CA,0,Suburb,15814.0,80069.0,0,0,3.33,69.0,Regional Comprehensive,46786.0,132.3,1,0.5,0.866,73.9,21944.0,5858.0,27802.0,18984.0,0,0.2371,0.5942,3170.0,0.1053
NV,0,Suburb,20289.0,184549.0,1,0,2.29,18.0,Regional Comprehensive,48012.0,102.9,2,0.866,0.5,67.8,8804.0,6096.0,14900.0,33112.0,1,0.1794,0.3103,12823.0,0.0672
FL,0,Suburb,11790.0,28208.0,0,0,3.79,77.0,Regional Comprehensive,43136.0,22.6,1,0.5,0.866,59.7,19921.0,8046.0,27967.0,15169.0,0,0.5378,0.6483,3379.0,0.087
CA,0,Suburb,8881.0,46394.0,1,0,3.52,69.0,Regional Comprehensive,38911.0,424.5,4,0.866,-0.5,83.1,15979.0,5539.0,21518.0,17393.0,0,0.3749,0.553,8512.0,0.1731
NJ,0,Rural,42974.0,191461.0,0,0,2.18,28.0,R1 Research,86397.0,1216.5,1,0.5,0.866,77.8,14066.0,6247.0,20313.0,66084.0,0,0.3452,0.2351,23110.0,0.3333
PA,0,Suburb,4479.0,15268.0,0,1,3.54,96.0,Regional Comprehensive,38161.0,486.3,1,0.5,0.866,47.3,17560.0,17104.0,34664.0,3497.0,0,0.229,0.9084,0.0,0.1266
LA,0,Suburb,7498.0,60557.0,1,1,2.5,20.0,Regional Comprehensive,46318.0,396.1,12,-0.0,1.0,61.8,7907.0,18318.0,26225.0,20093.0,1,0.3318,0.5662,12595.0,0.2059
SC,0,Suburb,35037.0,152485.0,0,0,2.77,49.0,Community College,23547.0,160.7,12,-0.0,1.0,80.3,3372.0,0.0,3372.0,20175.0,0,0.1323,0.1432,0.0,0.0764
NY,0,Suburb,31078.0,150858.0,1,0,3.09,55.0,R2 Doctoral,58097.0,52.3,5,0.5,-0.866,64.6,16544.0,6003.0,22547.0,35550.0,1,0.2357,0.3881,4472.0,0.0811
NE,0,Suburb,17922.0,101244.0,0,0,3.11,57.0,Regional Comprehensive,47726.0,136.7,12,-0.0,1.0,29.7,16880.0,7317.0,24197.0,23529.0,1,0.2324,0.507,5607.0,0.0741
NY,0,Rural,19983.0,103106.0,0,0,2.83,42.0,Regional Comprehensive,47728.0,1156.0,3,1.0,0.0,68.1,13236.0,5933.0,19169.0,28559.0,0,0.277,0.4016,8576.0,0.1687
MI,0,Suburb,1608.0,29746.0,0,1,3.72,97.0,Community College,21926.0,87.6,4,0.866,-0.5,54.5,2425.0,9046.0,11471.0,10455.0,0,0.3515,0.5232,8847.0,0.0403
FL,0,Suburb,44429.0,169175.0,1,0,1.79,,Liberal Arts College,90626.0,78.6,3,1.0,0.0,65.6,15276.0,12906.0,28182.0,62444.0,0,0.3691,0.311,18015.0,0.0583
KS,0,Suburb,4442.0,26528.0,1,1,3.28,51.0,R1 Research,59143.0,405.3,1,0.5,0.866,49.5,14347.0,18393.0,32740.0,26403.0,0,0.9953,0.5536,21961.0,0.0784
TX,0,Suburb,9628.0,27692.0,0,0,3.66,94.0,Regional Comprehensive,50929.0,434.5,2,0.866,0.5,68.0,26784.0,9439.0,36223.0,14706.0,0,0.5311,0.7112,5078.0,0.1392
CA,0,Rural,11997.0,83222.0,0,0,3.85,99.0,R2 Doctoral,55643.0,52.0,4,0.866,-0.5,49.7,24711.0,10924.0,35635.0,20008.0,0,0.2404,0.6404,8011.0,0.0769
OH,1,Town,9192.0,44136.0,1,0,3.09,81.0,R1 Research,51205.0,27.9,4,0.866,-0.5,78.6,15167.0,6750.0,21917.0,29288.0,1,0.6636,0.428,20096.0,0.4571
ND,0,Suburb,17584.0,73044.0,0,0,2.79,51.0,R2 Doctoral,49558.0,74.8,4,0.866,-0.5,84.4,15913.0,8599.0,24512.0,25046.0,1,0.3429,0.4946,7462.0,0.2031
UT,0,Suburb,24571.0,85832.0,0,0,3.58,83.0,Regional Comprehensive,46165.0,136.3,2,0.866,0.5,65.3,22770.0,3906.0,26676.0,19489.0,1,0.2271,0.5778,0.0,0.0833
WI,0,Suburb,51554.0,226441.0,1,0,2.82,24.0,Community College,17607.0,403.7,7,-0.5,-0.866,44.3,4404.0,0.0,4404.0,13203.0,1,0.0583,0.2501,0.0,0.1607
UT,0,City,13776.0,86015.0,0,0,3.27,65.0,Community College,19193.0,54.5,12,-0.0,1.0,39.3,1213.0,1232.0,2445.0,16748.0,1,0.1947,0.1274,2972.0,0.0227
UT,0,Suburb,5516.0,40322.0,1,1,2.3,36.0,Regional Comprehensive,44993.0,397.8,9,-1.0,-0.0,62.8,8663.0,16824.0,25487.0,19506.0,0,0.4838,0.5665,13990.0,0.0625
MI,0,Town,23736.0,102444.0,0,0,3.67,74.0,R2 Doctoral,57760.0,141.0,2,0.866,0.5,67.6,23740.0,9180.0,32920.0,24840.0,1,0.2425,0.5699,1104.0,0.0866
NY,0,Suburb,1247.0,34584.0,0,1,2.82,47.0,Regional Comprehensive,48591.0,1457.3,2,0.866,0.5,52.4,16810.0,18569.0,35379.0,13212.0,0,0.382,0.7281,11965.0,0.0671
CO,0,City,17289.0,121476.0,0,0,2.45,50.0,Liberal Arts College,88787.0,177.1,10,-0.866,0.5,51.1,26057.0,14628.0,40685.0,48102.0,0,0.396,0.4582,30813.0,0.0556
MA,0,Town,8547.0,65942.0,0,1,3.22,82.0,Regional Comprehensive,50208.0,114.4,2,0.866,0.5,72.4,21123.0,17545.0,38668.0,11540.0,0,0.175,0.7702,2993.0,0.1413
IL,0,Town,15473.0,83985.0,1,0,3.3,70.0,Community College,22797.0,231.7,1,0.5,0.866,86.1,2091.0,1947.0,4038.0,18759.0,1,0.2234,0.1771,3286.0,0.0714
CA,0,City,1729.0,17465.0,1,1,3.15,60.0,Regional Comprehensive,43828.0,88.9,2,0.866,0.5,65.7,17542.0,22964.0,40506.0,3322.0,1,0.1902,0.9242,1593.0,0.08
WI,0,Suburb,-1500.0,12450.0,1,1,2.95,63.0,Regional Comprehensive,41711.0,19.2,4,0.866,-0.5,75.1,16494.0,23173.0,39625.0,2086.0,0,0.1676,0.95,3586.0,0.0714
FL,0,Suburb,-1500.0,21354.0,0,1,3.35,63.0,Regional Comprehensive,44620.0,98.4,1,0.5,0.866,62.7,19633.0,23452.0,42389.0,2231.0,1,0.1045,0.95,3731.0,0.062
KS,0,Town,48185.0,221229.0,1,0,1.88,26.0,Regional Comprehensive,42798.0,96.8,1,0.5,0.866,72.4,7372.0,0.0,7372.0,35426.0,1,0.1601,0.1723,0.0,0.1029
FL,0,City,4270.0,27538.0,1,1,3.4,63.0,Regional Comprehensive,39095.0,23.8,2,0.866,0.5,54.2,13601.0,12285.0,25886.0,13209.0,1,0.4797,0.6621,8939.0,0.1263
TX,0,City,26726.0,106645.0,0,0,2.68,53.0,R2 Doctoral,54459.0,117.4,4,0.866,-0.5,67.1,15457.0,7559.0,23016.0,31443.0,1,0.2948,0.4226,4717.0,0.1031
LA,0,Suburb,621.0,39649.0,0,1,3.0,55.0,Community College,20719.0,15.0,7,-0.5,-0.866,82.0,3193.0,6346.0,9539.0,11180.0,0,0.282,0.4604,10559.0,0.1444
TX,0,City,8689.0,52954.0,0,1,2.12,14.0,Liberal Arts College,89105.0,88.0,12,-0.0,1.0,59.5,13574.0,22941.0,36515.0,52590.0,0,0.9931,0.4098,43901.0,0.0612
TX,0,Suburb,8819.0,60950.0,0,1,3.39,74.0,Regional Comprehensive,44577.0,163.6,1,0.5,0.866,70.4,22505.0,15060.0,37565.0,7012.0,0,0.115,0.8427,0.0,0.2245
WA,0,Town,46640.0,205566.0,1,0,2.82,43.0,R2 Doctoral,62487.0,140.3,7,-0.5,-0.866,45.4,16623.0,3554.0,20177.0,42310.0,0,0.2058,0.3229,0.0,0.0678
OK,0,City,9406.0,95879.0,1,0,2.63,54.0,Community College,19016.0,82.3,2,0.866,0.5,72.0,3612.0,2261.0,5873.0,13143.0,1,0.1371,0.3088,3737.0,0.0964
TX,0,Suburb,14216.0,83052.0,0,0,3.0,42.0,Regional Comprehensive,34280.0,115.8,5,0.5,-0.866,22.2,14036.0,3956.0,17992.0,16288.0,0,0.1961,0.5249,2072.0,0.0234
NY,0,Rural,46268.0,160111.0,0,0,3.15,64.0,R2 Doctoral,47840.0,55.6,2,0.866,0.5,73.7,14000.0,404.0,14404.0,33436.0,1,0.2088,0.3011,0.0,0.0391
MN,0,Suburb,6765.0,39899.0,0,1,3.18,52.0,Regional Comprehensive,46834.0,128.2,3,1.0,0.0,86.9,18237.0,18510.0,36747.0,10087.0,0,0.2528,0.7846,3322.0,0.125
NH,0,Suburb,24259.0,135836.0,1,0,1.78,24.0,Regional Comprehensive,36851.0,134.7,3,1.0,0.0,55.4,9899.0,3254.0,13153.0,23698.0,1,0.1745,0.3569,0.0,0.1013
NC,0,Suburb,30634.0,120444.0,0,0,2.36,40.0,R1 Research,59984.0,49.2,12,-0.0,1.0,48.6,10543.0,7643.0,18186.0,41798.0,1,0.347,0.3032,11164.0,0.1316
TX,0,City,27497.0,119459.0,0,0,3.56,76.0,Regional Comprehensive,38139.0,167.8,2,0.866,0.5,79.1,20736.0,2813.0,23549.0,14590.0,1,0.1221,0.6175,0.0,0.2353
CA,0,City,4113.0,56297.0,0,1,3.82,86.0,R2 Doctoral,54739.0,166.7,10,-0.866,0.5,39.9,25480.0,22190.0,47670.0,7069.0,1,0.1256,0.8709,2956.0,0.0638
FL,0,Suburb,11553.0,45942.0,1,0,3.57,99.0,Regional Comprehensive,46066.0,106.4,7,-0.5,-0.866,69.8,24032.0,5309.0,29341.0,16725.0,1,0.364,0.6369,5172.0,0.3784
TX,0,Suburb,8034.0,33649.0,0,1,2.6,50.0,Regional Comprehensive,37305.0,1609.9,4,0.866,-0.5,46.6,12073.0,9733.0,21806.0,15499.0,0,0.4606,0.5845,7465.0,0.0682
TN,0,City,5052.0,35201.0,0,1,3.4,60.0,Regional Comprehensive,48396.0,109.3,7,-0.5,-0.866,67.7,17581.0,14159.0,31740.0,16656.0,1,0.4732,0.6558,11604.0,0.0833
TX,0,City,7059.0,32525.0,1,1,2.8,60.0,R1 Research,72080.0,94.5,2,0.866,0.5,61.5,16627.0,26591.0,43218.0,28862.0,0,0.8874,0.5996,21803.0,0.061
NC,0,Town,19690.0,81972.0,1,0,3.58,70.0,Community College,15692.0,81.3,5,0.5,-0.866,13.6,3098.0,0.0,3098.0,12594.0,0,0.1536,0.1974,0.0,0.0196
IN,0,City,-1348.0,53402.0,1,1,2.53,39.0,R1 Research,72339.0,45.7,1,0.5,0.866,47.9,13586.0,26558.0,40144.0,32195.0,1,0.6029,0.5549,33543.0,0.0177
VA,0,Town,14123.0,85872.0,1,0,2.36,3.0,Regional Comprehensive,41590.0,260.4,9,-1.0,-0.0,57.9,7877.0,4709.0,12586.0,29004.0,0,0.3378,0.3026,14881.0,0.0606
TX,0,Suburb,29935.0,89436.0,1,0,3.11,70.0,Liberal Arts College,69280.0,61.6,2,0.866,0.5,99.5,28562.0,9838.0,38400.0,30880.0,0,0.3453,0.5543,945.0,0.1486
SC,0,Suburb,4055.0,29348.0,0,1,3.36,60.0,Community College,15828.0,69.8,12,-0.0,1.0,48.5,3590.0,5420.0,9010.0,6818.0,1,0.2323,0.5692,2763.0,0.0789
MO,0,City,5199.0,28721.0,1,1,3.74,80.0,Regional Comprehensive,44913.0,72.0,3,1.0,0.0,52.1,22735.0,19882.0,42617.0,2296.0,1,0.0799,0.9489,0.0,0.0643
MD,0,City,7779.0,53389.0,1,1,3.42,53.0,R2 Doctoral,54484.0,45.0,11,-0.5,0.866,63.4,17371.0,13023.0,30394.0,24090.0,1,0.4512,0.5579,16311.0,0.1159
TX,0,Suburb,726.0,36023.0,0,1,2.81,50.0,Liberal Arts College,74376.0,20.2,2,0.866,0.5,6.4,23771.0,34456.0,58227.0,16149.0,1,0.4483,0.7829,15423.0,0.0109
TX,0,Suburb,8031.0,33393.0,1,1,2.67,43.0,Regional Comprehensive,44422.0,77.9,2,0.866,0.5,88.8,14224.0,10119.0,24343.0,20079.0,1,0.6013,0.548,12048.0,0.2154
MS,0,City,59466.0,213394.0,0,0,3.48,57.0,Liberal Arts College,79338.0,317.0,9,-1.0,-0.0,66.7,28963.0,3819.0,32782.0,46556.0,0,0.2182,0.4132,0.0,0.1698
IL,0,Suburb,5088.0,20868.0,1,1,3.22,64.0,Regional Comprehensive,44091.0,155.8,10,-0.866,0.5,49.6,18600.0,10738.0,29338.0,14753.0,0,0.707,0.6654,9665.0,0.2353
NY,0,Suburb,57580.0,270116.0,0,0,3.19,59.0,R1 Research,54100.0,652.3,4,0.866,-0.5,73.1,12952.0,0.0,12952.0,41148.0,1,0.1523,0.2394,0.0,0.1139
NC,0,City,18035.0,77497.0,0,0,2.79,63.0,Regional Comprehensive,44775.0,278.8,1,0.5,0.866,68.2,16817.0,4633.0,21450.0,23325.0,0,0.301,0.4791,5290.0,0.1084
TN,0,Suburb,35902.0,128039.0,0,0,2.67,33.0,R1 Research,63271.0,219.6,2,0.866,0.5,59.5,11068.0,6095.0,17163.0,46108.0,1,0.3601,0.2713,10206.0,0.2162
NE,0,City,28113.0,117618.0,0,0,3.24,70.0,Regional Comprehensive,50045.0,914.7,9,-1.0,-0.0,65.4,20766.0,3267.0,24033.0,26012.0,0,0.2212,0.4802,0.0,0.0752
NY,0,Suburb,25990.0,98146.0,0,0,3.26,46.0,R2 Doctoral,58551.0,114.4,3,1.0,0.0,59.4,19372.0,4624.0,23996.0,34555.0,1,0.3521,0.4098,8565.0,0.0744
AR,0,City,54478.0,208255.0,0,0,3.58,78.0,Community College,21466.0,135.4,7,-0.5,-0.866,60.4,4388.0,0.0,4388.0,17078.0,0,0.082,0.2044,0.0,0.0476
CA,0,Suburb,9937.0,28873.0,1,0,2.7,48.0,Regional Comprehensive,42530.0,125.2,3,1.0,0.0,75.0,13702.0,8756.0,22458.0,20072.0,0,0.6952,0.5281,10135.0,0.0727
NJ,0,Suburb,7791.0,56241.0,1,1,3.0,60.0,R1 Research,80005.0,640.9,1,0.5,0.866,60.0,22353.0,24691.0,47044.0,32961.0,0,0.5861,0.588,25170.0,0.0714
AZ,0,Suburb,5.0,34062.0,1,1,3.51,73.0,Regional Comprehensive,39951.0,127.0,6,0.0,-1.0,60.0,19304.0,21473.0,37953.0,1998.0,0,0.0587,0.95,1993.0,0.055
CA,0,Suburb,2848.0,18561.0,0,1,3.96,99.0,Community College,18944.0,64.1,2,0.866,0.5,40.9,4044.0,4888.0,8932.0,10012.0,0,0.5394,0.4715,7164.0,0.08
TX,0,Rural,8142.0,39101.0,1,1,2.88,46.0,R1 Research,63788.0,234.8,4,0.866,-0.5,41.0,14090.0,18117.0,32207.0,31581.0,1,0.8077,0.5049,23439.0,0.1
OH,1,Suburb,52167.0,242373.0,0,0,3.48,80.0,Liberal Arts College,68940.0,15.6,11,-0.5,0.866,23.2,31134.0,3408.0,34542.0,34398.0,0,0.1419,0.501,0.0,0.0125
ID,0,Town,8580.0,55554.0,0,1,2.49,32.0,Liberal Arts College,94196.0,221.8,2,0.866,0.5,68.5,22544.0,38528.0,61072.0,33124.0,1,0.5962,0.6484,24544.0,0.0696
WA,0,City,62054.0,262533.0,0,0,2.95,42.0,Liberal Arts College,80484.0,195.7,2,0.866,0.5,56.2,24843.0,3497.0,28340.0,52144.0,1,0.1986,0.3521,0.0,0.0652
MS,0,Suburb,64843.0,282602.0,0,0,3.18,46.0,Regional Comprehensive,38265.0,103.9,1,0.5,0.866,41.6,15523.0,0.0,15523.0,22742.0,1,0.0805,0.4057,0.0,0.0099
SC,0,City,92044.0,543885.0,0,0,2.55,26.0,Regional Comprehensive,41950.0,229.5,1,0.5,0.866,55.9,12063.0,0.0,12063.0,29887.0,1,0.055,0.2876,0.0,0.0577
GA,0,Suburb,58012.0,248191.0,0,0,2.55,46.0,Regional Comprehensive,58761.0,26.6,3,1.0,0.0,41.9,17372.0,205.0,17577.0,41184.0,0,0.1659,0.2991,0.0,0.0583
MN,0,Suburb,61371.0,343814.0,0,0,3.44,89.0,Regional Comprehensive,48684.0,150.3,1,0.5,0.866,66.1,25810.0,0.0,25810.0,22874.0,0,0.0665,0.5302,0.0,0.1062
CA,0,Town,10197.0,79548.0,0,0,2.2,32.0,R1 Research,65034.0,77.9,2,0.866,0.5,79.7,8928.0,8173.0,17101.0,47933.0,1,0.6026,0.263,37736.0,0.1031
CA,0,Suburb,16246.0,74191.0,0,0,2.66,38.0,Regional Comprehensive,49136.0,2558.6,10,-0.866,0.5,78.6,14481.0,5290.0,19771.0,29365.0,0,0.3958,0.4024,13119.0,0.0708
LA,0,Suburb,17004.0,77830.0,0,0,3.31,59.0,Liberal Arts College,78229.0,149.2,1,0.5,0.866,60.0,30756.0,10439.0,41195.0,37034.0,0,0.4758,0.5266,20030.0,0.0874
SC,0,City,6043.0,62947.0,0,1,3.09,61.0,R1 Research,95629.0,67.7,5,0.5,-0.866,56.0,23715.0,27024.0,50739.0,44890.0,1,0.7131,0.5306,38847.0,0.0426
FL,0,City,14168.0,70106.0,0,0,3.57,63.0,R1 Research,72630.0,29.8,3,1.0,0.0,28.5,21410.0,10526.0,31936.0,40694.0,0,0.5805,0.4397,26526.0,0.2
MI,0,Town,17454.0,108182.0,0,0,2.19,36.0,R1 Research,69698.0,499.0,3,1.0,0.0,34.7,12620.0,7711.0,20331.0,49367.0,1,0.4563,0.2917,31913.0,0.0208
WA,0,City,15914.0,45009.0,0,0,2.94,58.0,R2 Doctoral,55566.0,87.7,4,0.866,-0.5,84.1,19524.0,6684.0,26208.0,29358.0,0,0.6523,0.4717,13444.0,0.073
OK,0,City,5210.0,23344.0,1,1,3.35,56.0,Regional Comprehensive,43251.0,55.2,2,0.866,0.5,69.0,16374.0,12690.0,29064.0,14187.0,0,0.6077,0.672,8977.0,0.0806
WA,0,Rural,16283.0,81781.0,0,0,2.34,49.0,Community College,17211.0,180.4,1,0.5,0.866,83.0,2829.0,131.0,2960.0,14251.0,1,0.1743,0.172,0.0,0.1818
OH,1,Rural,11866.0,38223.0,0,0,3.18,46.0,R1 Research,47876.0,72.6,10,-0.866,0.5,20.8,10331.0,5493.0,15824.0,32052.0,0,0.8386,0.3305,20186.0,0.0288
IL,0,Suburb,16359.0,41181.0,0,0,2.0,18.0,Liberal Arts College,72203.0,246.5,1,0.5,0.866,61.4,12298.0,13141.0,25439.0,46764.0,0,1.1356,0.3523,30405.0,0.1356
OH,1,Suburb,9748.0,56796.0,0,0,2.1,32.0,Liberal Arts College,70689.0,37.4,6,0.0,-1.0,27.1,15628.0,15138.0,30766.0,39923.0,0,0.7029,0.4352,30175.0,0.0252
MA,0,Town,10697.0,48149.0,0,0,2.65,51.0,Regional Comprehensive,43845.0,149.8,8,-0.866,-0.5,17.5,14429.0,5717.0,20146.0,23699.0,0,0.4922,0.4595,13002.0,0.0706
OK,0,City,29876.0,139977.0,0,0,3.9,81.0,R2 Doctoral,52540.0,161.7,2,0.866,0.5,45.8,24124.0,5415.0,29539.0,23001.0,1,0.1643,0.5622,0.0,0.0806
GA,0,Suburb,10577.0,55823.0,0,0,2.88,45.0,R1 Research,60067.0,180.4,1,0.5,0.866,95.6,16943.0,9750.0,26693.0,33374.0,1,0.5979,0.4444,22797.0,0.096
FL,0,Suburb,22877.0,145150.0,0,0,2.53,25.0,R1 Research,78340.0,197.9,11,-0.5,0.866,39.3,13034.0,10400.0,23434.0,54906.0,1,0.3783,0.2991,32029.0,0.1346
FL,0,Rural,24451.0,73009.0,0,0,3.41,73.0,Regional Comprehensive,52242.0,399.8,1,0.5,0.866,85.3,23558.0,6609.0,30167.0,22075.0,0,0.3024,0.5774,0.0,0.1304
WI,0,Rural,9302.0,59057.0,1,0,2.27,38.0,Regional Comprehensive,41186.0,134.4,3,1.0,0.0,60.4,13624.0,8133.0,21757.0,19429.0,1,0.329,0.5283,10127.0,0.0849
AL,0,Suburb,8659.0,70539.0,0,1,2.23,,Regional Comprehensive,42132.0,53.7,1,0.5,0.866,85.0,10404.0,14640.0,25044.0,17088.0,1,0.2422,0.5944,8429.0,0.1043
CA,0,City,9127.0,24835.0,1,0,2.93,60.0,Regional Comprehensive,40854.0,108.9,3,1.0,0.0,77.3,15168.0,6727.0,21895.0,18959.0,0,0.7634,0.5359,9832.0,0.1905
CA,0,Suburb,10360.0,80291.0,0,0,2.3,22.0,Community College,21046.0,279.6,1,0.5,0.866,86.5,1897.0,2190.0,4087.0,16959.0,1,0.2112,0.1942,6599.0,0.1204
VA,0,City,35800.0,116008.0,0,0,2.24,25.0,R1 Research,81376.0,19.4,11,-0.5,0.866,45.2,10448.0,8364.0,18812.0,62564.0,1,0.5393,0.2312,26764.0,0.015
TX,0,Rural,28161.0,128465.0,0,0,2.94,39.0,Community College,19383.0,19.5,2,0.866,0.5,66.7,698.0,0.0,698.0,18685.0,0,0.1454,0.036,0.0,0.1644
LA,0,City,-1500.0,23776.0,0,1,2.74,37.0,R2 Doctoral,48869.0,332.3,9,-1.0,-0.0,57.8,10032.0,24296.0,34328.0,14541.0,0,0.6116,0.7024,16041.0,0.0604
NY,0,City,2868.0,21085.0,0,1,3.83,99.0,Regional Comprehensive,46756.0,625.1,3,1.0,0.0,100.0,25367.0,21390.0,44418.0,2338.0,0,0.1109,0.95,0.0,0.3696
TX,0,Town,12250.0,42766.0,0,0,3.52,70.0,Liberal Arts College,79343.0,33.6,4,0.866,-0.5,76.3,35506.0,17632.0,53138.0,26205.0,0,0.6128,0.6697,13955.0,0.0687
